price,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType,po4,po3
225000,4,4,1,Single Family,House,1,Nictaux,Freehold,1 - 3 acres,1972.0,,1248.0,"Range - Gas, Dishwasher, Dryer - Electric, Washer, Freezer, Refrigerator",Concrete Block,Detached,Character,Partial (Partially finished),B0S1,B0S
279900,4,4,2,Single Family,House,2,Port Hawkesbury,Freehold,under 1/2 acre,1963.0,,1832.0,"Stove, Dishwasher, Dryer, Washer, Freezer - Chest, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B9A2,B9A
459900,3,3,2,Single Family,House,1,Stewiacke,Freehold,under 1/2 acre,,"Garage, Attached Garage, Gravel",1330.0,None,Concrete Slab,Detached,Character,None,B0N2,B0N
349900,3,6,3,Single Family,House,1,Valley,Freehold,under 1/2 acre,1972.0,Gravel,2986.0,,Poured Concrete,Detached,,Full (Finished),B6L2,B6L
1252500,3,3,3,Single Family,Apartment,1,Halifax,Condominium/Strata,,,"Garage, Other",1770.0,"Cooktop - Electric, Oven - Electric, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Intercom",Poured Concrete,,Other,,B3J0,B3J
399900,2,3,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1977.0,"Garage, Detached Garage",1300.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B2W4,B2W
285000,2,3,3,Single Family,House,1,Hunts Point,Freehold,1/2 - 1 acre,1980.0,"Garage, Detached Garage, Gravel",1725.0,"Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B0T1,B0T
223800,3,4,2,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,,,1406.0,,Poured Concrete,Detached,,Crawl space,B2H4,B2H
429900,2,2,1,Single Family,House,1,Porters Lake,Freehold,10 - 49 acres,1998.0,Gravel,1170.0,"Cooktop - Propane, Oven - Propane, Dishwasher, Dryer - Electric, Washer, Freezer - Stand Up, Refrigerator",Concrete Block,Detached,Character,Crawl space,B3E1,B3E
299000,3,5,2,Single Family,House,1,Truro,Freehold,under 1/2 acre,1966.0,Gravel,2070.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B2N4,B2N
279900,3,5,2,Single Family,House,1,Truro,Freehold,1/2 - 1 acre,,"Carport, Gravel",1646.0,"Stove, Dishwasher, Refrigerator",Concrete Block,Detached,Character,,B2N3,B2N
289900,2,2,1,Single Family,House,1,Eastern Passage,Freehold,under 1/2 acre,1952.0,"Garage, Detached Garage",930.0,"Stove, Dishwasher, Refrigerator",Concrete Block,Detached,Character,Full (Unfinished),B0J3,B0J
269900,3,3,1,Single Family,House,1,New Germany,Freehold,10 - 49 acres,1968.0,"Garage, Carport",1050.0,"Range - Electric, Refrigerator",Poured Concrete,Detached,Character,Full,B0R1,B0R
348500,3,4,3,Single Family,House,1,Valley,Freehold,under 1/2 acre,2020.0,Gravel,2232.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,,B2N2,B2N
229500,3,3,1,Single Family,House,2,Halfway Brook,Freehold,1 - 3 acres,1835.0,Gravel,1458.0,"Stove, Dryer, Washer, Refrigerator",Stone,Detached,2 Level,Full,B0N1,B0N
299900,3,3,1,Single Family,House,1,Lake Echo,Freehold,1/2 - 1 acre,1968.0,Garage,1419.0,"Oven, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Crawl space,B3E1,B3E
599900,3,3,2,Single Family,House,1,Belnan,Freehold,1 - 3 acres,2016.0,"Garage, Attached Garage, Detached Garage, Gravel",1651.0,,Concrete Slab,Detached,Character,None,B2S0,B2S
649000,3,3,4,Single Family,Row / Townhouse,2,Bedford,Freehold,under 1/2 acre,2005.0,"Garage, Attached Garage",2340.0,"Range, Dryer, Washer, Refrigerator",Poured Concrete,,,Full,B4A4,B4A
279900,2,3,1,Single Family,House,1,Canning,Freehold,1 - 3 acres,,"Garage, Detached Garage, Underground",1450.0,"Range - Electric, Dishwasher, Refrigerator",Poured Concrete,Detached,Character,,B0P1,B0P
239000,4,4,2,Single Family,House,2,Prospect,Freehold,1 - 3 acres,,Gravel,2040.0,"Stove, Dishwasher, Dryer, Washer, Freezer, Refrigerator","Concrete Block, Stone",Detached,,Partial (Unfinished),B0P1,B0P
145000,3,3,0,Single Family,House,2,Walden,Freehold,1 - 3 acres,2017.0,Gravel,847.0,"Microwave, Refrigerator",Concrete Slab,Detached,"Cottage, Camp",None,B0J2,B0J
1299900,3,3,4,Single Family,House,2,Terence Bay,Freehold,1/2 - 1 acre,1995.0,"Garage, Detached Garage",3570.0,"Central Vacuum, Cooktop - Electric, Oven, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator, Water softener",Poured Concrete,Detached,,Full (Partially finished),B3T1,B3T
449900,2,2,2,Single Family,House,2,Upper Kennetcook,Freehold,10 - 49 acres,2017.0,Gravel,1568.0,,Poured Concrete,Detached,,Full (Partially finished),B0N2,B0N
199000,3,3,1,Single Family,Mobile Home,1,Manassette Lake,Freehold,50 - 100 acres,1996.0,"Gravel, Parking Space(s)",1126.0,"Range - Electric, Dryer, Washer",,,,None,B0H1,B0H
225000,2,2,2,Single Family,Mobile Home,1,Antigonish,Freehold,under 1/2 acre,2010.0,Gravel,896.0,"Stove, Dishwasher, Refrigerator",,,Mini,None,B2G0,B2G
129900,3,3,1,Single Family,House,2,Belnan,Freehold,1 - 3 acres,1859.0,Gravel,1800.0,"Stove, Dryer, Refrigerator",Stone,Detached,,Partial (Unfinished),B2S2,B2S
429900,2,3,3,Single Family,House,2,Wellington,Freehold,1/2 - 1 acre,1987.0,"Carport, Gravel",2044.0,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B2T1,B2T
299500,5,5,2,Single Family,House,2,Middleton,Freehold,under 1/2 acre,1913.0,,2800.0,"Gas stove(s), Washer, Refrigerator",Stone,Detached,,Full (Unfinished),B0S1,B0S
549000,6,6,2,Single Family,House,3,College Grant,Freehold,10 - 49 acres,1988.0,"Garage, Detached Garage, Gravel",3320.0,"Cooktop - Electric, Oven, Dishwasher, Microwave, Refrigerator",Poured Concrete,Detached,2 Level,,B0K1,B0K
379900,3,3,2,Single Family,House,1,Salmon River,Freehold,under 1/2 acre,1970.0,,2280.0,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,,B2N4,B2N
124500,2,2,2,Single Family,House,1,Onslow Mountain,Freehold,1/2 - 1 acre,1985.0,Gravel,912.0,"Stove, Dryer, Washer, Refrigerator",,Detached,Character,None,B6L6,B6L
239900,3,3,2,Single Family,House,1,Bible Hill,Freehold,under 1/2 acre,,"Garage, Attached Garage",2184.0,"Stove, Dryer, Washer, Refrigerator, Water softener",Poured Concrete,Detached,,,B2N2,B2N
229900,3,3,2,Single Family,House,1,Parrsboro,Freehold,under 1/2 acre,,"Garage, Attached Garage",1120.0,"Dishwasher, Washer/Dryer Combo, Fridge/Stove Combo",Poured Concrete,Detached,Character,Partial,B0M1,B0M
359900,3,3,2,Single Family,House,1,New Minas,Freehold,under 1/2 acre,2004.0,,1200.0,"Stove, Dishwasher, Microwave Range Hood Combo, Refrigerator","Poured Concrete, Concrete Slab",Detached,Character,None,B4N3,B4N
299900,3,3,1,Single Family,House,1,Wellington,Freehold,under 1/2 acre,1962.0,"Garage, Attached Garage, Gravel",1261.0,,Poured Concrete,Detached,Character,Crawl space,B2T1,B2T
469000,3,3,2,Single Family,House,1,Bridgewater,Freehold,under 1/2 acre,2012.0,"Garage, Attached Garage",1803.0,,"Poured Concrete, Concrete Slab",Detached,Character,None,B4V9,B4V
3300000,4,5,5,Single Family,House,2,Martins Brook,Freehold,3 - 10 acres,2003.0,"Garage, Detached Garage, Gravel",7290.0,"Central Vacuum, Range, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished),B0J2,B0J
450000,2,2,2,Single Family,Apartment,1,Halifax,Condominium/Strata,Unknown,1983.0,"Parking Space(s), Other",1050.0,"Stove, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,,2 Level,None,B3L4,B3L
399000,3,6,2,Single Family,House,1,Antigonish,Freehold,1/2 - 1 acre,1972.0,Carport,1534.0,"Range, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,,B2G1,B2G
599900,3,3,3,Single Family,House,2,Brentwood,Freehold,10 - 49 acres,1922.0,Gravel,2428.0,"Oven, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,Full (Partially finished),B0N1,B0N
499000,3,3,3,Single Family,House,1,Tatamagouche,Freehold,10 - 49 acres,2008.0,"Garage, Detached Garage",2220.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B0K1,B0K
197000,2,2,1,Single Family,House,1,Parrsboro,Freehold,1 - 3 acres,1987.0,Gravel,810.0,"Range, Dishwasher, Dryer, Washer, Refrigerator",Concrete Slab,Detached,Character,None,B0M1,B0M
229900,2,2,1,Single Family,House,1,Three Mile Plains,Freehold,1/2 - 1 acre,,Gravel,720.0,"Oven - Electric, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator",Concrete Slab,Detached,Character,None,B0N2,B0N
709900,3,3,2,Single Family,House,2,Ardoise,Freehold,1 - 3 acres,2019.0,"Garage, Attached Garage, Detached Garage, Gravel",2599.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Concrete Slab,Detached,Character,None,B0N1,B0N
489900,3,3,3,Single Family,House,2,Beechville,Freehold,under 1/2 acre,2000.0,"Garage, Gravel",2080.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished),B3T2,B3T
369900,3,3,2,Single Family,House,2,Hantsport,Freehold,1/2 - 1 acre,1975.0,"Garage, Attached Garage",2155.0,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B0P1,B0P
696900,2,4,3,Single Family,House,1,West St. Andrews,Freehold,1 - 3 acres,,"Garage, Attached Garage",2488.0,"Stove, Dishwasher, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B0N2,B0N
379900,3,3,2,Single Family,House,1,Antigonish,Freehold,under 1/2 acre,1979.0,,2170.0,,Poured Concrete,Detached,Character,Crawl space,B2G2,B2G
399900,3,3,2,Single Family,House,2,Bedford,Freehold,under 1/2 acre,,Gravel,1920.0,"Oven, Dishwasher, Washer/Dryer Combo, Refrigerator",Poured Concrete,Detached,,,B4A2,B4A
324900,3,4,3,Single Family,House,1,Kingston,Freehold,under 1/2 acre,1994.0,,2200.0,Dishwasher,Poured Concrete,Detached,,Full (Finished),B0P1,B0P
189900,2,2,1,Single Family,House,2,North Kentville,Freehold,under 1/2 acre,1941.0,Gravel,938.0,"Stove, Dryer - Electric, Washer","Concrete Block, Poured Concrete",Detached,,Full (Unfinished),B4N1,B4N
2000000,7,7,5,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1918.0,,3870.0,"Cooktop - Electric, Oven - Electric, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,,B3H2,B3H
889000,3,3,4,Single Family,Row / Townhouse,3,Dartmouth,Freehold,under 1/2 acre,2006.0,Garage,2400.0,"Gas stove(s), Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,Full,B3A1,B3A
415000,3,4,3,Single Family,House,1,Greenwood,Freehold,under 1/2 acre,1995.0,"Garage, Attached Garage",2576.0,"Stove, Dishwasher, Washer/Dryer Combo, Microwave, Refrigerator, Hot Tub",Poured Concrete,Detached,,Full (Finished),B0P1,B0P
259900,4,5,2,Single Family,House,1,Beaver Bank,Freehold,1 - 3 acres,1972.0,"Garage, Attached Garage",1920.0,"Stove, Dishwasher",Poured Concrete,Detached,Character,Full (Partially finished),B4G1,B4G
359000,0,4,2,Single Family,Duplex,1,North Kentville,Freehold,under 1/2 acre,1991.0,Gravel,2100.0,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Side by side,,,B4N5,B4N
